state,fold,population,household.size,race.pctblack,race.pctwhite,race.pctasian,race.pcthisp,age.pct12to21,age.pct12to29,age.pct16to24,age.pct65up,num.urban,pct.urban,med.income,pct.wage.inc,pct.farmself.inc,pct.inv.inc,pct.socsec.inc,pct.pubasst.inc,pct.retire,med.family.inc,percap.inc,white.percap,black.percap,indian.percap,asian.percap,other.percap,hisp.percap,num.underpov,pct.pop.underpov,pct.less9thgrade,pct.not.hsgrad,pct.bs.ormore,pct.unemployed,pct.employed,pct.employed.manuf,pct.employed.profserv,pct.occup.manuf,pct.occup.mgmtprof,male.pct.divorce,male.pct.nvrmarried,female.pct.divorce,total.pct.divorce,ave.people.per.fam,pct.fam2parents,pct.kids2parents,pct.youngkids2parents,pct.teens2parents,pct.workmom.youngkids,pct.workmom,num.kids.nvrmarried,pct.kids.nvrmarried,num.immig,pct.immig.recent,pct.immig.recent5,pct.immig.recent8,pct.immig.recent10,pct.pop.immig,pct.pop.immig5,pct.pop.immig8,pct.pop.immig10,pct.english.only,pct.no.english.well,pct.fam.hh.large,pct.occup.hh.large,ave.people.per.hh,ave.people.per.ownoccup.hh,ave.people.per.rented.hh,pct.people.ownoccup.hh,pct.people.dense.hh,pct.hh.less3br,med.num.br,num.vacant.house,pct.house.occup,pct.house.ownoccup,pct.house.vacant,pct.house.vacant.6moplus,med.yr.house.built,pct.house.nophone,pct.house.no.plumb,value.ownoccup.house.lowquart,value.ownoccup.med,value.ownoccup.highquart,rent.lowquart,rent.med,rent.highquart,med.rent,med.rent.aspct.hhinc,med.owncost.aspct.hhinc.wmort,med.owncost.as.pct.hhinc.womort,num.in.shelters,num.homeless,pct.foreignborn,pct.born.samestate,pct.samehouse1985,pct.samecity1985,pct.samestate1985,land.area,pop.density,pct.use.publictransit,pct.police.drugunits,violentcrimes.perpop
CA,3,9.511407464,2.73,1.15,84.64,13.62,2.95,13.06,18.79,9.98,13.7,9.511407464,100,101320,79.36,1.67,75,23.8,1.87,18.7,109244,50273,51082,55253,11.11410324,10.73939218,23284,20133,5.720311777,2.25,1.87,3.98,62.81,3.56,60.31,14.54,31.6,1.54,58.15,3.8,22.15,6.81,5.34,2.96,91.21,90.18,98.7,93.53,39.88,49.59,0,0,7.71154898,19.3,21.54,33.27,39.36,3.19,3.56,5.5,6.51,80.68,2.96,3.53,3.03,2.73,2.77,2.37,92.02,0.93,15.65,4,5.225746674,96.39,90.8,1.62,20,1960,0,0.23,500001,500001,500001,921,1001,1001,1001,19.5,24,10.6,0,0,16.53,39.01,66.45,88.72,91.57,1.791759469,2713.3,0.631271777,0,99.9
CA,3,11.7884641,3.61,14.43,57.02,6.67,51.27,16.1,32.83,16.31,6.19,11.7884641,100,32132,82.82,0.53,25.88,18.05,13.01,11.02,34751,10728,12191,10359,9.350537002,9.279399908,7007,6930,10.07107611,18.43,21.66,40.4,13.13,9.08,60.3,26.29,17.92,24.25,19.68,8.9,39.85,13.43,11.11,3.96,71.83,63.54,78.63,72.57,51.64,57.38,8.809862805,7.14,10.63561503,20.77,32.01,42.67,55.28,6.56,10.11,13.47,17.45,50.43,17.57,21.98,16.93,3.52,3.47,3.59,56.57,25.49,56.28,2,7.61283103,94.74,57.43,4.15,18.78,1963,5.64,0.44,107600,134200,172000,427,527,646,592,32,26.8,11.6,5.356586275,1.945910149,31.57,45.96,40.16,79.41,88.17,3.202746443,5570.2,1.444563269,4.07,1627.33
FL,3,10.81975828,2.48,31.88,62.42,2.41,24.56,11.61,26.48,12,13.09,10.81975828,100,24898,79.31,0.68,31.97,26.14,4.62,10.03,28424,13297,16380,7962,9.68979916,9.311632623,7433,10062,8.932080438,15.48,11.25,30.7,17.89,8.23,62.11,9.49,24.17,11.81,22.63,13.98,33.22,17.9,16.08,3.14,61.82,58,74.4,62.44,73.88,76.96,7.770645234,7.52,9.83027149,14.81,26.29,37.14,51.63,5.5,9.77,13.81,19.19,54.79,8.9,8.32,5.03,2.44,2.71,2.18,54.1,15.46,77.26,2,7.591357047,91.04,48.68,1.62,18.18,1964,3.44,0.62,59800,71800,93500,371,423,496,489,28.5,24.2,12.5,2.397895273,2.708050201,37.18,26.15,43.15,78.04,80.7,2.272125886,5728.5,2.182674796,3.92,1818.82
CA,3,10.62944068,3.27,3.84,66,6.63,53.45,16.8,35.99,18.99,6.46,10.62944068,100,31889,84.65,0.44,22.62,18.64,12.24,11.69,34200,11038,12123,11670,9.241354426,9.38907216,7546,8029,8.648221454,14.28,18.49,37.27,12.14,8.28,64.44,24.07,18.72,21.83,17.57,9.92,39.83,14.51,12.21,3.65,69.33,62.64,78.29,69.02,59.98,62.26,7.387709239,5.59,9.40910926,21.36,33.83,44.08,54.7,6.3,9.98,13.01,16.14,53.11,14.45,16.47,12.13,3.17,3.1,3.24,47.07,21.61,65.45,2,6.366470448,95.61,48.16,1.72,21.86,1967,6.28,0.22,123700,150800,179600,482,585,686,650,29,24.9,11.3,0,0,29.51,49.42,42.76,82.48,87.62,2.332143895,4433,1.272565596,0,658.05
CA,4,11.13055169,2.34,5.75,74.14,13.77,15.19,10.04,22.85,10.47,17.63,11.13055169,100,35681,73.38,0.54,46.1,33.34,5.49,25.21,43260,17563,18275,17918,9.723403491,9.642771928,13183,13156,8.124446856,4.98,7.34,20.55,16.93,5.29,60.33,15.25,19.19,14.19,24.07,11.69,28.48,14.5,13.18,2.92,72.16,69.45,88.16,71.62,63.08,71.51,6.584791392,1.46,9.368966735,11.7,19.24,29.95,38.85,2.01,3.3,5.14,6.67,75.81,3.99,4.44,2.83,2.33,2.47,2.13,62.07,5.19,56.73,2,6.967909202,96.49,58.51,0.28,19.79,1956,1.73,0.25,161100,193700,238300,503,608,719,650,26.7,24,11.7,2.890371758,1.791759469,17.18,54.37,55.58,84.61,91.77,2.681021529,5022.3,2.340843805,0,904.94
CA,4,10.1774763,2.67,0.41,88.97,10.04,3.02,10.57,16.52,7.79,16.87,10.1774763,100,79579,79.23,0.86,79.08,29.12,2.84,21.12,86972,37776,39012,9399,11.04704134,10.24010264,21104,23462,5.768320996,1.23,1.07,4.3,59.59,2.87,63.88,29.5,31.03,2.12,59.63,5.48,22.63,8.86,7.25,2.94,90.37,89.18,93.08,86.53,61.92,67.39,3.526360525,0.17,8.149023868,7.31,11.25,18.68,22.43,0.96,1.48,2.46,2.95,84.56,1.01,2.77,2.23,2.63,2.68,2.29,89.4,1.06,18.14,3,5.602118821,97.33,87.83,0.74,25.19,1958,0,0.15,500001,500001,500001,806,1001,1001,1001,23.6,23.3,11.4,2.197224577,0,13.15,44.12,68.37,84.79,93.4,2.028148247,3985.3,0.91228271,0,105.84
CA,4,10.83342475,3.6,5.86,52.11,34.67,18.61,13.26,29.39,13.21,4.59,10.83342475,100,55730,92.55,0.77,43.89,11.41,7.01,12.52,57156,17520,19154,15339,9.14974075,9.712932191,13006,11426,7.748460024,4.9,7.41,19.05,24.89,4.86,68,41.3,13.63,14.27,29.83,10.77,35.3,12.98,11.8,3.63,80.2,73.15,89.53,80.31,69.66,74.75,7.13169851,3.73,9.654962089,15.11,24.9,37.36,51.83,4.65,7.66,11.5,15.95,58.98,6.95,12.96,10.63,3.37,3.36,3.38,69.5,16.16,37.63,3,5.905361848,97.47,69.61,1.37,10.93,1973,0.55,0.3,211000,255600,321600,664,802,960,869,27.3,25.7,11.1,0,0,30.77,42.19,42.19,77.31,86.6,2.727852828,3556.4,1.391281903,0,327.36
CA,4,10.78735839,2.39,2.94,83.48,5.5,14.36,10.41,24.63,11.92,12.27,10.78735839,100,41922,77.68,0.97,54.64,24.16,5.21,16.35,53778,24230,26557,15665,9.618136095,9.750569446,7174,9180,8.246958033,8.08,5.82,11.04,38.35,4.77,65.22,8.28,26.05,7.58,38.08,11.39,36.18,16.53,14.02,2.85,71.14,69.64,83.89,72.96,63.6,70.1,6.831953566,3.22,9.243678432,24.35,36.31,46.38,55,5.2,7.76,9.91,11.75,76.17,7.78,4.77,3,2.31,2.38,2.24,55.95,5.93,54.01,2,6.739336627,96.01,54.47,0.83,16,1963,1.42,0.31,268500,342700,437400,570,691,874,730,31.9,24,12,5.141663557,2.833213344,21.36,44.63,45.43,71.92,85.78,2.901421594,2816.8,2.57261223,0,560.45
CA,4,9.764282955,2.89,6.37,64.08,21.41,13.59,11.63,30.68,14.01,11.27,9.764282955,100,33265,81.19,1.42,39.05,21.36,11.8,14.48,37766,15365,16304,15134,9.242323418,9.599947064,9884,9076,7.521859252,11.76,7.65,16.78,42.32,4.72,59.42,6.86,58.64,8.14,43.21,7.95,32.35,12.98,10.65,3.15,73.74,67.5,86.79,74.97,57.1,64.01,5.375278408,1.93,8.534050308,15.64,27.66,38.43,51.3,4.57,8.08,11.23,14.99,67.26,6.09,6.18,4.15,2.6,2.73,2.5,48.02,7.92,60.52,2,6.222576268,92.29,45.82,0.6,11.73,1975,3.84,0.61,112100,153100,203700,379,470,579,535,25.7,23.6,12.7,3.583518938,3.091042453,29.22,36.4,28.06,60.85,79.87,2.104134154,2402,0.783901544,0,350.03
CA,4,9.848186237,3.27,2.48,72.5,1.15,69.1,17.07,29.52,14.1,8.05,0,0,22365,77.7,2.03,19.91,23.34,19.49,12.54,23896,9408,10105,8318,8.574707098,9.486455808,7222,6396,8.423761247,24.31,31.14,48.61,9.96,14.81,51.15,7.29,22.59,15.35,20.24,8.92,32.08,12.86,10.98,3.71,68.15,63.46,73.53,74.49,46.27,51.42,6.859614904,5.49,8.415381925,10.68,15.57,24.56,33.09,2.55,3.72,5.86,7.9,34.87,14.8,13.95,10.98,3.23,3.27,3.2,49.89,20.79,56.56,2,5.811140993,94.56,49.35,4.5,29.43,1964,8.46,2.47,58600,73200,95300,187,285,363,364,26.6,21,12.4,0,2.197224577,23.86,60.05,52.49,85.86,92.43,1.808288771,3675.8,0.530628251,0,989.2
CA,4,12.0086273,3.01,16.01,60.64,4,34.57,14.78,30.37,14.56,9,12.0086273,100,25533,73.63,0.33,27.88,23.34,17.98,15.9,28843,10865,13068,7947,9.096723645,8.963928194,6887,7167,10.49612355,22.79,12.54,31.91,12.71,10.69,54.27,12.3,24.82,15.67,20.9,13.11,34.9,17.73,15.47,3.43,61.49,55.92,65.33,64.98,46.31,55.83,9.189218875,7.94,10.14222882,21.04,33.97,46.12,57.21,3.25,5.25,7.13,8.85,70.98,8.34,11.74,8.42,2.9,2.84,2.97,51.21,14.54,60.73,2,8.371704885,92.65,52.25,10.55,26.26,1963,7.95,0.44,75500,96200,127100,334,422,517,485,32.1,22.9,11.5,6.720220155,4.8978398,15.47,51.89,40.1,72.08,88.19,4.062165664,2876.8,1.00063188,3.86,3047.66
CA,4,10.49457432,1.6,3.42,90.18,3.1,8.73,4.58,23.07,7.61,15.91,10.49457432,100,29314,72.18,0.72,37.2,19.97,8.39,7.08,33657,24386,24865,17011,9.615472091,10.31367483,12943,15233,8.317521996,11.43,6,15.06,37.43,7.04,65.31,8.79,22.73,4.68,46.12,12.89,58.3,18.64,15.57,2.53,67.66,66.33,77.34,67.96,59.96,63.96,6.17586727,3.51,9.415971472,21.28,26.62,32.2,42.24,7.23,9.05,10.95,14.36,66.8,7.53,1.87,0.48,1.58,1.61,1.58,22.62,4.88,95.34,1,7.134093721,94.74,22.28,0.88,20.99,1959,0.89,0.28,245900,351700,462600,449,573,721,608,28.3,31.7,12.3,2.708050201,4.96284463,34.01,20.21,42.21,74.82,79.36,1.064710737,18541.1,1.943048917,0,2507.51
CA,4,11.57317355,4.06,0.99,62.23,11.76,72.49,18.21,35.51,18.15,5.84,11.57317355,100,28034,82.36,0.43,18.42,17.57,15.41,10.32,28004,8056,8292,8583,9.060214913,9.166283986,6704,6500,10.06249783,22.51,31.87,55.72,6.01,9.4,58.34,34.47,12.19,33.92,11.3,7.45,42.66,12.52,9.9,4.24,68.91,59.98,74.73,71.86,46.63,51.27,8.877102898,9.19,10.84787971,21.44,33.35,44.07,57.69,10.38,16.15,21.34,27.93,26.49,29.27,28.02,23.29,4,3.56,4.29,35.85,42.63,73.74,2,6.944087208,96.19,40.21,4.44,29.25,1962,8.56,1.33,133800,172100,208300,446,541,642,600,30,26.7,11.7,5.66296048,5.030437921,48.42,40.11,45.15,82.83,85.56,2.379546134,10789.2,2.010894999,9.73,1318.6
FL,4,9.792946977,2.42,8.04,90.62,0.69,1.8,11.58,20.95,10,21.35,9.792946977,100,25380,64.78,0.35,45.08,42.4,5.31,23.86,30490,13557,14492,4777,8.797246237,8.459987718,12017,11631,7.548555979,10.82,8.74,25.82,15.15,6.91,48.87,9.35,22.66,9.51,25.66,10.78,22.29,12.05,11.45,2.86,71.49,66.37,76.15,76.61,58.05,65.91,5.937536205,2.55,7.554334824,6.6,10.22,12.11,17.45,0.7,1.09,1.29,1.86,82.44,2.09,3.53,2.45,2.37,2.4,2.29,72.47,2.57,62.52,2,7.449498005,81.15,71.49,0.47,31.61,1976,5.45,0.29,59900,80700,111100,253,355,459,424,29.5,25.3,12.7,1.791759469,0,10.66,25.03,48.4,70.72,78.23,2.302585093,1990.4,0.512823626,0,985.82
CA,4,11.45402436,3.58,3.25,55.83,12.41,47.86,16.06,30.88,15.17,7.88,11.45402436,100,38124,83.71,0.18,27.41,21.45,10.72,13.33,40369,11713,13343,11883,9.585827257,9.371948887,8299,8833,9.048409505,9.29,16.22,35.34,9.92,6.64,61.29,27.92,16.54,21.85,17.5,8.95,35.59,12.74,10.85,3.79,75.68,65.31,85.59,79.93,58.8,64.4,7.99125393,3.99,10.19001896,14.8,23.74,34.73,45.4,4.18,6.71,9.81,12.82,52.82,10.84,17.1,14.18,3.48,3.51,3.44,65.43,22.64,51.26,2,6.80461452,96.69,64.98,4.11,17.31,1957,2.96,0.32,138100,166000,190000,523,642,780,706,28.4,24,11.3,4.48863637,0.693147181,28.25,49.77,55.42,86.64,90.32,2.406945108,9323.5,1.190887565,0,1174.32
FL,4,11.02667863,2.34,2.9,94.38,1.9,5.59,11.1,21.72,11.1,18.96,11.02666236,100,42314,71.55,0.71,60.39,33.74,2.24,18.19,53544,28307,29325,7939,8.940367233,9.554993341,17415,15372,8.096512918,5.51,3.65,11.56,34.86,3.29,58.08,8,23.72,4.89,37.49,8.39,27.41,10.7,9.6,2.78,81.02,79.93,91.36,83.84,52.43,62.4,6.035481433,0.98,9.011401509,16.4,27.46,36.28,43.34,2.19,3.66,4.83,5.78,84.43,2.4,2.36,1.55,2.27,2.35,2.03,77.13,1.93,54.26,2,8.816853241,79.58,74.47,0.58,22.37,1974,0.74,0.09,118900,165300,277000,480,581,692,656,28.3,24.3,12.1,0,0,13.33,14.83,45.32,65.31,76.26,3.374168709,2183.4,0.444685821,6.45,360.34
CA,4,11.55553466,2.86,1.22,90.4,4.78,9.6,14.83,26.2,13.3,8.12,11.55553466,100,56856,85.08,0.82,54.34,17.98,3.46,13.71,62641,23682,24103,30154,9.901585745,9.984237702,12763,13579,8.375860015,4.22,3.3,10.22,34.95,3.95,70.54,17.68,22.81,6,38.48,8.22,30.06,12.38,10.33,3.17,83.12,81.41,92.57,84.59,56.11,65.89,6.929516771,1.5,9.554709914,15.43,24.01,32.35,40.3,2.09,3.25,4.37,5.45,84.88,2.97,5.25,4.12,2.82,2.87,2.67,75.06,3.69,29.81,3,7.177018766,96.54,73.69,0,20.11,1974,0.62,0.12,237600,297000,381300,681,840,1001,899,29.6,26.9,12.3,0.693147181,0,13.52,42.74,45.95,67.69,87.16,3.956996371,2032.4,0.270027137,0,305.72
CA,4,13.56992838,3.13,4.7,62.8,19.54,26.64,14.34,30.37,14.46,6.56,13.56989898,100,46206,86.8,0.59,42.18,15.98,8.94,11.92,50281,16905,19496,14239,9.518853954,9.551586908,9232,10007,11.17992519,9.31,10.84,22.84,25.33,5.54,68.79,31.29,17.88,12.77,28.7,9.68,37.23,13.66,11.64,3.5,74.89,68.69,83.8,77.23,59.45,66.95,9.930080797,3.89,12.24067695,18.12,28.53,41.16,55.16,4.8,7.55,10.89,14.6,61.46,9.11,12.42,9.31,3.08,3.08,3.08,61.33,14.88,46.64,3,9.121290555,96.47,61.29,2.07,18.74,1970,1.55,0.48,205800,259100,325900,554,692,888,755,28.9,25.6,11.9,6.822197391,4.983606622,26.47,46.54,45.6,80.84,87.8,5.18402822,4408.8,1.521698998,1.55,646.17
CA,4,10.30236434,3.4,9.9,83.97,3.46,10.89,9.98,27.1,10.49,7.91,10.302163,100,46726,80.21,1.03,50.67,20.65,6.44,18.57,53257,17617,19422,4628,9.286189684,9.717037485,11038,9009,7.0800265,5.17,4.46,15.77,24.19,4.16,49.1,11.91,22.86,6.94,39,6.07,45.25,11.9,8.28,3.04,83.56,82.18,92.39,86.19,60.54,71.03,4.779123493,0.75,7.744569809,5.76,14.51,24.52,33.23,0.45,1.12,1.9,2.57,85.95,1.29,3.11,2.33,2.64,2.75,2.3,77.4,2.38,34.8,3,6.495265556,92.98,74.09,0.15,24.36,1984,0.81,0.23,159700,210600,266300,397,555,678,593,29.4,26.4,12.1,0,0,7.75,53.72,28.91,53.09,86.19,3.144152279,1342.4,0.951657876,0,190.95
CA,4,10.23462415,4.29,0.41,31.36,0.76,93.11,19.92,37.95,20.29,3.97,10.23462415,100,25567,88.22,0.58,13.95,11.5,10.52,9.21,25559,6927,8267,14038,8.990815266,9.078065333,6229,6451,8.675563527,21.26,49.89,72.05,1.63,12.22,60.37,41.69,8.69,44.27,7.06,5.55,44.24,10.44,7.89,4.43,71.08,65.51,78.69,79.98,50.17,52.37,7.466799475,8.9,9.691654792,16.36,26.85,35.36,49.2,9.51,15.6,20.54,28.59,10.44,38.33,30.21,26.2,4.26,4.48,4.16,32.13,59.01,86.51,1,5.220355825,97.25,30.53,6.52,22.83,1956,8.93,2.51,126200,157300,187900,411,490,601,525,28.3,29.9,11.2,0,2.708050201,58.1,35.48,47.97,85.46,86.76,0.78845736,23054.6,2.269028309,0,865.9
CA,4,10.33844674,2.85,5.27,74.08,3.07,29.55,14.67,28.08,12.69,9.82,0,0,26629,75.46,1.48,29.17,24.05,16.21,15.18,29549,11283,12530,7009,8.974997713,9.249368759,7179,7288,8.467162258,15.65,13.25,29.01,11.94,9.04,58.01,11.77,24.04,13.81,20.23,10.03,27.54,15.68,12.99,3.25,68.11,63.61,75.49,65.22,49.63,60.13,7.025538315,4.35,8.020927719,13.74,24.98,33.39,40.78,1.35,2.46,3.29,4.02,75.43,5.55,7.1,5.41,2.8,2.83,2.76,56.22,8.78,48.21,3,6.628041376,93.5,55.63,5.17,31.39,1970,5.65,0.24,58000,73200,94200,259,340,431,421,27.5,22.3,12.4,3.433987204,0,9.89,62.47,45.13,77.68,93.01,2.564949357,2583.4,0.223143551,0,676.45
CA,4,9.475700145,2.19,1.4,93.83,3.83,2.8,8.09,16.37,6.94,11.78,9.475700145,100,55748,74.89,0.94,68.97,21.92,2.85,16.3,70587,36057,37086,27545,10.23102715,9.794286337,3423,26817,6.047372179,3.28,1.37,3.62,59.33,2.76,68.44,6.5,34.78,2.6,55.12,13.64,30.12,20.07,17.18,2.77,73.56,75.32,90.99,66.96,65.45,70.37,5.220355825,2.63,7.272398393,7.78,10.35,16.61,22.1,0.86,1.14,1.83,2.44,91.15,0.48,2.35,1.31,2.16,2.33,1.84,70.35,1.13,46.83,3,5.220355825,97,65.21,0,23.37,1956,0.15,0,326200,445300,500001,617,836,1001,879,32.1,27,12.2,0,0.693147181,11.04,47.3,53.67,73.92,90.99,1.757857918,2693.8,2.646174797,0,286.66
CA,4,11.01434127,3.11,0.64,26.75,57.46,31.33,13.89,28.54,14.13,12.85,11.01434127,100,32605,76.31,0.52,41.65,24.57,13.8,12.88,36808,13290,15751,14779,9.525005116,9.481206851,9441,11188,9.200391041,16.42,16.24,30.03,22.41,6.15,55.44,15.74,22.46,12.57,28.22,6.1,36.87,9.75,8,3.49,74.34,68.82,82.73,78.04,54.93,57.29,7.177782416,2.78,10.35704417,19.88,29.76,41.75,56.35,10.3,15.42,21.64,29.2,26.97,22.32,11.86,9.33,3.1,3.02,3.19,53.58,23.41,57.48,2,6.677083461,96.09,54.93,1.39,16.39,1962,1.5,1,177900,238800,304200,492,606,702,661,31.8,23.3,11.7,0,0,51.82,35.79,50.94,79.75,82.46,2.186051277,7676.7,1.771556762,5.71,893.29
CA,4,11.42349298,2.77,3.36,72.53,8.83,32.34,14,28.25,13.72,12.31,11.42349298,100,36991,79.76,0.41,38.18,24.79,6.74,15.61,41897,16696,18362,11938,9.699962788,9.548454118,11107,12071,8.880446451,8.05,8.96,23.71,16.32,5.43,62.73,22.64,18.39,14.51,24.23,10.96,31.84,14.42,12.74,3.19,72.32,66.63,79.7,75.27,60.97,66.87,7.749753406,3.62,10.0737787,12.45,20.55,29.84,39.65,3.23,5.33,7.74,10.28,62,7.97,7.56,5.45,2.71,2.88,2.52,55.8,11.93,60.01,2,7.162397497,96.24,52.48,2.95,16.83,1958,2.17,0.41,182100,231600,295200,519,602,706,649,26.8,23.7,11.3,0,1.386294361,25.93,47.23,49.24,87.87,91.74,2.63188884,7097.5,1.029619417,5.71,514.99
CA,4,10.82623738,2.76,1.72,83.17,5.48,16.31,14.74,29.59,13.43,7.21,10.82623738,100,31699,83.28,1.15,31.89,17.57,11.05,11.27,36981,13160,13899,9777,9.063578991,9.185945215,9376,9023,8.551401363,10.34,6.78,18.17,20.13,5.79,68.5,9.08,25.54,11.52,26.75,10.45,28.22,15.61,13.18,3.25,73.51,72.49,81.26,76.86,59.21,70.44,6.787844982,2.63,8.170185653,19.33,29.55,38.72,49.45,1.36,2.07,2.72,3.47,85.24,2.28,5.66,4.07,2.75,2.92,2.54,56.64,5.66,45.79,3,6.445719819,96.67,53.18,1.27,18.76,1976,1.57,0.13,75700,92300,116000,350,405,480,474,26.6,22.9,12.1,3.713572067,0,7.02,64.52,34.79,77.6,91.16,2.76000994,3393.8,0.667829373,0,402.75
FL,4,9.713778777,2.1,8.12,91.25,0.4,1.03,7.94,15.9,7.56,31.81,9.714080956,100,23630,51.31,1.02,51.85,53.17,7.36,32.24,29015,14501,15262,5866,0,9.693506988,10095,13828,7.734996194,14.01,5.99,20.63,18.03,6.83,40.35,10.6,19.85,10.32,25.62,11.09,20.04,12.54,11.88,2.56,64.76,60.17,77.63,72.27,69.15,75.37,5.883322388,2.28,6.70073111,13.92,16.26,19.09,24.38,0.68,0.8,0.94,1.2,94.46,0.4,2.06,1.33,2.08,2.05,2.14,69.21,1.79,64.27,2,8.19007705,68.6,70.17,0.44,15.59,1973,6.27,0.22,53900,72700,99400,252,361,473,455,30.5,25.1,12.7,1.945910149,0,4.91,21.73,49.19,71.69,79.61,2.785011242,1089.5,0,0,559.59
CA,4,9.403931521,3.73,0.78,38.93,1.29,90.7,18.98,33.35,16.88,9.05,9.404425796,100,27415,75.95,0,20.79,29.19,18.43,13.66,29331,9023,11390,6646,8.885579291,9.588845299,7335,7950,7.650168701,17.53,36.03,59.06,5.46,11.48,53.7,34.12,13.38,33.3,12.24,7.59,39.91,11.77,9.7,4.15,70.81,63.24,83.71,73.09,41.76,52.11,6.440946541,6.13,8.478036476,13.73,19.74,26.52,35.76,5.44,7.82,10.51,14.17,24.16,22.46,23.51,18.78,3.7,3.8,3.6,49.6,36.57,72.43,2,4.406719247,97.57,48.26,6.17,38.27,1960,4.31,0.36,115700,154600,189500,358,494,604,540,28.7,25.1,10.6,0,0,39.59,49.93,57,91.69,93.53,2.054123734,1793,1.978239036,0,2584.96
CA,4,11.86510934,3.62,5.25,58.66,8.58,54.37,16.52,31.94,15.84,7.12,11.86494057,100,37174,84.72,0.86,33.28,19.59,11.02,17.99,38700,12096,14187,12582,9.308827319,9.429877428,7302,7752,9.776165414,12.52,23.66,38.66,13.01,6.71,66.44,16.82,16.34,17.74,18.25,8.76,34.79,12.93,10.79,3.92,74.37,65.81,82.96,77.2,61.96,68.04,8.592671653,4.93,10.70631839,17.45,26.18,34.85,43.87,5.48,8.22,10.94,13.77,48.19,18.11,20.74,16.48,3.56,3.48,3.65,52.55,25,54.2,2,7.573531263,95.28,53.74,0.21,10.18,1969,2.72,0.62,175700,204600,250000,506,634,769,686,28.5,25,11.1,5.736572297,3.433987204,31.39,43.6,47.7,80.72,88.46,3.269568939,5616.7,0.727548607,4.14,984.34
CA,4,10.37026724,2.51,0.6,89.6,2.25,13.87,11.79,26.16,12.63,9.11,10.37026724,100,54516,82.64,1.27,47.06,16.56,3.19,12.79,61645,27986,29682,11130,9.963170555,10.05276926,8934,10666,7.725330038,7.17,3.37,9.73,35.78,3.82,70.04,13.17,21.15,6.23,36.56,11.35,33.22,15.92,13.6,2.92,76.51,74.32,93.12,75.78,50.88,60.21,5.459585514,1.22,8.361708289,29.35,42.84,49.38,57.05,3.94,5.75,6.62,7.65,84.69,4.94,5.13,3.44,2.48,2.5,2.46,59.22,4.57,49.37,3,7.583756301,86.6,58.88,0.05,17.3,1977,1.2,0.12,262700,336600,437900,731,872,1001,898,27.3,26.9,11.6,0,3.871201011,13.42,45.06,38.16,70.99,83.85,2.066862759,4630.7,1.30833282,0,514.53
CA,4,10.03758129,2.3,9.26,65.59,22.54,6.64,8.57,20.18,9.56,19.73,10.03758129,100,39538,70.65,0.84,61.29,32.68,5.64,26.54,47751,21854,24252,15907,9.202812106,9.818201958,13272,15253,7.072421901,5.17,3.56,10.69,46.29,3.64,59.24,9.25,40.96,5.36,48.38,8.96,31.2,13.51,11.39,2.79,74.35,72.33,89.35,73.09,66.46,73.43,5.690359454,1.85,8.419359831,15.35,22.35,34.55,43.92,3.04,4.43,6.85,8.71,74.2,4.29,3.05,1.93,2.29,2.37,2.15,65.08,3.48,50.16,2,5.96100534,96.25,62.86,0.78,32.3,1954,0.83,0.16,200600,253400,323300,539,645,827,695,28,21.1,11.2,4.110873864,2.564949357,19.82,44.4,58.47,69.97,89.34,1.568615918,6069.3,2.980618636,0,909.37
FL,4,10.18516413,2.92,14.54,80.05,2.88,12.14,14.05,30.97,13.46,6.13,10.18516413,100,36297,89.97,0.48,32.88,14.41,3.04,7.25,37049,13440,14386,9759,8.956093076,9.190137665,8178,9960,7.473069088,6.68,5.18,17.28,14.88,5.04,74.42,11.91,16.25,9.35,20.1,10.57,30.97,14.39,12.51,3.28,75.66,72.49,84.42,74.82,66.25,73.96,6.405228458,3.79,8.501063809,17.87,28.71,38.73,54.65,3.32,5.33,7.19,10.14,79.61,3.95,6.88,5.25,2.92,2.96,2.85,67.1,7.52,47.71,3,6.593044534,92.56,66.22,1.92,22.77,1979,1.73,0.16,66800,78500,90800,500,551,653,658,27.2,23.3,13.8,0,0,18.56,23.5,36.97,69.85,74.96,1.609437912,6633.1,0.854415328,0,441.95
CA,4,10.86710071,3.13,1.1,85.74,10.12,9.44,14.64,24.72,11.74,4.73,10.86710071,100,67892,89.7,1.05,53.99,11.63,2.02,11.87,71710,25791,26854,20248,9.563669726,9.844374288,22543,22024,6.901737207,1.9,2.04,7.07,36.98,2.72,75.99,19.33,21.73,6.37,41.31,6.11,25.63,9.78,7.98,3.37,88.14,86.52,95.12,84.14,61.87,69.94,5.361292166,0.66,8.749415407,9.09,15.59,25.82,34.7,1.09,1.88,3.11,4.17,84.24,1.81,5.68,4.87,3.12,3.17,2.85,85.63,3.02,19.49,3,6.342121419,96.73,84.29,0.88,16.23,1980,0.23,0.11,248700,326200,426800,754,893,1001,918,27.4,27.5,12,0,0,12.03,52.42,41.03,77.35,90.68,2.949688335,2889.9,0.343589704,0,144
